Date,Carburant,Prix
2025-09-12,SP98,1.807
2025-09-13,E10,1.72
2025-09-13,E85,0.755
2025-09-13,GPLc,0.984
2025-09-13,Gazole,1.645
2025-09-13,SP95,1.718
2025-09-13,SP98,1.819
2025-09-14,E10,1.731
2025-09-14,E85,0.764
2025-09-14,GPLc,0.983
2025-09-14,Gazole,1.659
2025-09-14,SP95,1.719
2025-09-14,SP98,1.833
2025-09-15,E10,1.713
2025-09-15,E85,0.749
2025-09-15,GPLc,0.979
2025-09-15,Gazole,1.636
2025-09-15,SP95,1.722
2025-09-15,SP98,1.811
2025-09-16,E10,1.718
2025-09-16,E85,0.752
2025-09-16,GPLc,0.981
2025-09-16,Gazole,1.642
2025-09-16,SP95,1.73
2025-09-16,SP98,1.816
2025-09-17,E10,1.722
2025-09-17,E85,0.757
2025-09-17,GPLc,0.972
2025-09-17,Gazole,1.646
2025-09-17,SP95,1.732
2025-09-17,SP98,1.82
2025-09-18,E10,1.722
2025-09-18,E85,0.754
2025-09-18,GPLc,0.981
2025-09-18,Gazole,1.647
2025-09-18,SP95,1.731
2025-09-18,SP98,1.82
2025-09-19,E10,1.721
2025-09-19,E85,0.752
2025-09-19,GPLc,0.986
2025-09-19,Gazole,1.647
2025-09-19,SP95,1.728
2025-09-19,SP98,1.82
2025-09-20,E10,1.728
2025-09-20,E85,0.755
2025-09-20,GPLc,0.983
2025-09-20,Gazole,1.654
2025-09-20,SP95,1.723
2025-09-20,SP98,1.828
2025-09-21,E10,1.735
2025-09-21,E85,0.765
2025-09-21,GPLc,0.982
2025-09-21,Gazole,1.664
2025-09-21,SP95,1.722
2025-09-21,SP98,1.837
2025-09-22,E10,1.717
2025-09-22,E85,0.748
2025-09-22,GPLc,0.977
2025-09-22,Gazole,1.645
2025-09-22,SP95,1.724
2025-09-22,SP98,1.817
2025-09-23,E10,1.721
2025-09-23,E85,0.753
2025-09-23,GPLc,0.986
2025-09-23,Gazole,1.65
2025-09-23,SP95,1.724
2025-09-23,SP98,1.821
2025-09-24,E10,1.718
2025-09-24,E85,0.752
2025-09-24,GPLc,0.984
2025-09-24,Gazole,1.648
2025-09-24,SP95,1.723
2025-09-24,SP98,1.819
2025-09-25,E10,1.719
2025-09-25,E85,0.751
2025-09-25,GPLc,0.982
2025-09-25,Gazole,1.65
2025-09-25,SP95,1.727
2025-09-25,SP98,1.819
2025-09-26,E10,1.718
2025-09-26,E85,0.75
2025-09-26,GPLc,0.985
2025-09-26,Gazole,1.651
2025-09-26,SP95,1.727
2025-09-26,SP98,1.819
2025-09-27,E10,1.727
2025-09-27,E85,0.755
2025-09-27,GPLc,0.988
2025-09-27,Gazole,1.663
2025-09-27,SP95,1.721
2025-09-27,SP98,1.83
2025-09-28,E10,1.736
2025-09-28,E85,0.766
2025-09-28,GPLc,0.985
2025-09-28,Gazole,1.676
2025-09-28,SP95,1.715
2025-09-28,SP98,1.839
2025-09-29,E10,1.716
2025-09-29,E85,0.749
2025-09-29,GPLc,0.979
2025-09-29,Gazole,1.65
2025-09-29,SP95,1.728
2025-09-29,SP98,1.815
2025-09-30,E10,1.719
2025-09-30,E85,0.751
2025-09-30,GPLc,0.983
2025-09-30,Gazole,1.656
2025-09-30,SP95,1.734
2025-09-30,SP98,1.816
2025-10-01,E10,1.722
2025-10-01,E85,0.753
2025-10-01,GPLc,0.982
2025-10-01,Gazole,1.657
2025-10-01,SP95,1.734
2025-10-01,SP98,1.822
2025-10-02,E10,1.721
2025-10-02,E85,0.745
2025-10-02,GPLc,0.984
2025-10-02,Gazole,1.654
2025-10-02,SP95,1.733
2025-10-02,SP98,1.822
2025-10-03,E10,1.709
2025-10-03,E85,0.743
2025-10-03,GPLc,0.984
2025-10-03,Gazole,1.643
2025-10-03,SP95,1.724
2025-10-03,SP98,1.811
2025-10-04,E10,1.711
2025-10-04,E85,0.751
2025-10-04,GPLc,0.989
2025-10-04,Gazole,1.645
2025-10-04,SP95,1.714
2025-10-04,SP98,1.815
2025-10-05,E10,1.723
2025-10-05,E85,0.763
2025-10-05,GPLc,0.984
2025-10-05,Gazole,1.66
2025-10-05,SP95,1.717
2025-10-05,SP98,1.827
2025-10-06,E10,1.698
2025-10-06,E85,0.741
2025-10-06,GPLc,0.98
2025-10-06,Gazole,1.63
2025-10-06,SP95,1.714
2025-10-06,SP98,1.798
2025-10-07,E10,1.699
2025-10-07,E85,0.745
2025-10-07,GPLc,0.986
2025-10-07,Gazole,1.631
2025-10-07,SP95,1.71
2025-10-07,SP98,1.8
2025-10-08,E10,1.699
2025-10-08,E85,0.746
2025-10-08,GPLc,0.983
2025-10-08,Gazole,1.63
2025-10-08,SP95,1.713
2025-10-08,SP98,1.802
2025-10-09,E10,1.703
2025-10-09,E85,0.747
2025-10-09,GPLc,0.982
2025-10-09,Gazole,1.631
2025-10-09,SP95,1.717
2025-10-09,SP98,1.806
2025-10-10,E10,1.701
2025-10-10,E85,0.745
2025-10-10,GPLc,0.98
2025-10-10,Gazole,1.632
2025-10-10,SP95,1.711
2025-10-10,SP98,1.803
2025-10-11,E10,1.703
2025-10-11,E85,0.751
2025-10-11,GPLc,0.979
2025-10-11,Gazole,1.63
2025-10-11,SP95,1.708
2025-10-11,SP98,1.807
2025-10-12,E10,1.72
2025-10-12,E85,0.761
2025-10-12,GPLc,0.981
2025-10-12,Gazole,1.648
2025-10-12,SP95,1.709
2025-10-12,SP98,1.825
2025-10-13,E10,1.701
2025-10-13,E85,0.744
2025-10-13,GPLc,0.976
2025-10-13,Gazole,1.628
2025-10-13,SP95,1.713
2025-10-13,SP98,1.803
2025-10-14,E10,1.7
2025-10-14,E85,0.747
2025-10-14,GPLc,0.976
2025-10-14,Gazole,1.628
2025-10-14,SP95,1.71
2025-10-14,SP98,1.801
2025-10-15,E10,1.702
2025-10-15,E85,0.747
2025-10-15,GPLc,0.977
2025-10-15,Gazole,1.627
2025-10-15,SP95,1.714
2025-10-15,SP98,1.804
2025-10-16,E10,1.695
2025-10-16,E85,0.745
2025-10-16,GPLc,0.98
2025-10-16,Gazole,1.618
2025-10-16,SP95,1.705
2025-10-16,SP98,1.798
2025-10-17,E10,1.633
2025-10-17,E85,0.713
2025-10-17,GPLc,0.977
2025-10-17,Gazole,1.55
2025-10-17,SP95,1.647
2025-10-17,SP98,1.734
2025-10-18,E10,1.657
2025-10-18,E85,0.726
2025-10-18,GPLc,0.981
2025-10-18,Gazole,1.575
2025-10-18,SP95,1.656
2025-10-18,SP98,1.761
2025-10-19,E10,1.695
2025-10-19,E85,0.751
2025-10-19,GPLc,0.979
2025-10-19,Gazole,1.617
2025-10-19,SP95,1.684
2025-10-19,SP98,1.801
2025-10-20,E10,1.683
2025-10-20,E85,0.741
2025-10-20,GPLc,0.98
2025-10-20,Gazole,1.598
2025-10-20,SP95,1.696
2025-10-20,SP98,1.785
2025-10-21,E10,1.684
2025-10-21,E85,0.747
2025-10-21,GPLc,0.981
2025-10-21,Gazole,1.599
2025-10-21,SP95,1.696
2025-10-21,SP98,1.785
2025-10-22,E10,1.684
2025-10-22,E85,0.747
2025-10-22,GPLc,0.982
2025-10-22,Gazole,1.602
2025-10-22,SP95,1.696
2025-10-22,SP98,1.787
2025-10-23,E10,1.689
2025-10-23,E85,0.748
2025-10-23,GPLc,0.981
2025-10-23,Gazole,1.609
2025-10-23,SP95,1.692
2025-10-23,SP98,1.796
2025-10-24,E10,1.687
2025-10-24,E85,0.743
2025-10-24,GPLc,0.981
2025-10-24,Gazole,1.618
2025-10-24,SP95,1.699
2025-10-24,SP98,1.79
2025-10-25,E10,1.698
2025-10-25,E85,0.754
2025-10-25,GPLc,0.985
2025-10-25,Gazole,1.631
2025-10-25,SP95,1.69
2025-10-25,SP98,1.8
2025-10-26,E10,1.712
2025-10-26,E85,0.765
2025-10-26,GPLc,0.983
2025-10-26,Gazole,1.652
2025-10-26,SP95,1.692
2025-10-26,SP98,1.816
2025-10-27,E10,1.687
2025-10-27,E85,0.744
2025-10-27,GPLc,0.976
2025-10-27,Gazole,1.628
2025-10-27,SP95,1.708
2025-10-27,SP98,1.788
2025-10-28,E10,1.701
2025-10-28,E85,0.749
2025-10-28,GPLc,0.988
2025-10-28,Gazole,1.647
2025-10-28,SP95,1.716
2025-10-28,SP98,1.801
2025-10-29,E10,1.699
2025-10-29,E85,0.749
2025-10-29,GPLc,0.977
2025-10-29,Gazole,1.651
2025-10-29,SP95,1.713
2025-10-29,SP98,1.799
2025-10-30,E10,1.706
2025-10-30,E85,0.749
2025-10-30,GPLc,0.982
2025-10-30,Gazole,1.66
2025-10-30,SP95,1.715
2025-10-30,SP98,1.806
2025-10-31,E10,1.702
2025-10-31,E85,0.747
2025-10-31,GPLc,0.982
2025-10-31,Gazole,1.659
2025-10-31,SP95,1.714
2025-10-31,SP98,1.801
2025-11-01,E10,1.714
2025-11-01,E85,0.759
2025-11-01,GPLc,0.985
2025-11-01,Gazole,1.672
2025-11-01,SP95,1.705
2025-11-01,SP98,1.815
2025-11-02,E10,1.722
2025-11-02,E85,0.764
2025-11-02,GPLc,0.983
2025-11-02,Gazole,1.685
2025-11-02,SP95,1.705
2025-11-02,SP98,1.824
2025-11-03,E10,1.7
2025-11-03,E85,0.745
2025-11-03,GPLc,0.975
2025-11-03,Gazole,1.659
2025-11-03,SP95,1.714
2025-11-03,SP98,1.798
2025-11-04,E10,1.71
2025-11-04,E85,0.751
2025-11-04,GPLc,0.986
2025-11-04,Gazole,1.673
2025-11-04,SP95,1.717
2025-11-04,SP98,1.81
2025-11-05,E10,1.712
2025-11-05,E85,0.75
2025-11-05,GPLc,0.979
2025-11-05,Gazole,1.68
2025-11-05,SP95,1.725
2025-11-05,SP98,1.811
2025-11-06,E10,1.714
2025-11-06,E85,0.751
2025-11-06,GPLc,0.98
2025-11-06,Gazole,1.688
2025-11-06,SP95,1.731
2025-11-06,SP98,1.815
2025-11-07,E10,1.712
2025-11-07,E85,0.754
2025-11-07,GPLc,0.984
2025-11-07,Gazole,1.686
2025-11-07,SP95,1.729
2025-11-07,SP98,1.812
2025-11-08,E10,1.725
2025-11-08,E85,0.768
2025-11-08,GPLc,0.985
2025-11-08,Gazole,1.707
2025-11-08,SP95,1.718
2025-11-08,SP98,1.827
2025-11-09,E10,1.733
2025-11-09,E85,0.779
2025-11-09,GPLc,0.974
2025-11-09,Gazole,1.725
2025-11-09,SP95,1.713
2025-11-09,SP98,1.835
2025-11-10,E10,1.709
2025-11-10,E85,0.755
2025-11-10,GPLc,0.972
2025-11-10,Gazole,1.691
2025-11-10,SP95,1.722
2025-11-10,SP98,1.807
2025-11-11,E10,1.738
2025-11-11,E85,0.779
2025-11-11,GPLc,0.982
2025-11-11,Gazole,1.728
2025-11-11,SP95,1.719
2025-11-11,SP98,1.843
2025-11-12,E10,1.717
2025-11-12,E85,0.758
2025-11-12,GPLc,0.976
2025-11-12,Gazole,1.702
2025-11-12,SP95,1.728
2025-11-12,SP98,1.818
2025-11-13,E10,1.724
2025-11-13,E85,0.761
2025-11-13,GPLc,0.976
2025-11-13,Gazole,1.71
2025-11-13,SP95,1.742
2025-11-13,SP98,1.825
2025-11-14,E10,1.72
2025-11-14,E85,0.759
2025-11-14,GPLc,0.975
2025-11-14,Gazole,1.7
2025-11-14,SP95,1.74
2025-11-14,SP98,1.82
2025-11-15,E10,1.741
2025-11-15,E85,0.764
2025-11-15,GPLc,0.977
2025-11-15,Gazole,1.716
2025-11-15,SP95,1.73
2025-11-15,SP98,1.843
2025-11-16,E10,1.755
2025-11-16,E85,0.78
2025-11-16,GPLc,0.974
2025-11-16,Gazole,1.732
2025-11-16,SP95,1.723
2025-11-16,SP98,1.857
2025-11-17,E10,1.73
2025-11-17,E85,0.759
2025-11-17,GPLc,0.972
2025-11-17,Gazole,1.705
2025-11-17,SP95,1.739
2025-11-17,SP98,1.829
2025-11-18,E10,1.743
2025-11-18,E85,0.766
2025-11-18,GPLc,0.979
2025-11-18,Gazole,1.718
2025-11-18,SP95,1.745
2025-11-18,SP98,1.842
2025-11-19,E10,1.745
2025-11-19,E85,0.766
2025-11-19,GPLc,0.98
2025-11-19,Gazole,1.731
2025-11-19,SP95,1.753
2025-11-19,SP98,1.847
2025-11-20,E10,1.737
2025-11-20,E85,0.763
2025-11-20,GPLc,0.973
2025-11-20,Gazole,1.728
2025-11-20,SP95,1.753
2025-11-20,SP98,1.837
2025-11-21,E10,1.736
2025-11-21,E85,0.771
2025-11-21,GPLc,0.968
2025-11-21,Gazole,1.731
2025-11-21,SP95,1.748
2025-11-21,SP98,1.836
2025-11-22,E10,1.73
2025-11-22,E85,0.768
2025-11-22,GPLc,0.962
2025-11-22,Gazole,1.725
2025-11-22,SP95,1.738
2025-11-22,SP98,1.829
2025-11-23,E10,1.752
2025-11-23,E85,0.746
2025-11-23,GPLc,1.015
2025-11-23,Gazole,1.745
2025-11-23,SP95,1.726
2025-11-23,SP98,1.862
2025-11-24,E10,1.719
2025-11-24,E85,0.731
2025-11-24,GPLc,0.989
2025-11-24,Gazole,1.713
2025-11-24,SP95,1.743
2025-11-24,SP98,1.822
2025-11-25,E10,1.724
2025-11-25,E85,0.762
2025-11-25,GPLc,0.978
2025-11-25,Gazole,1.717
2025-11-25,SP95,1.737
2025-11-25,SP98,1.827
2025-11-26,E10,1.719
2025-11-26,E85,0.762
2025-11-26,GPLc,0.974
2025-11-26,Gazole,1.709
2025-11-26,SP95,1.733
2025-11-26,SP98,1.824
2025-11-27,E10,1.71
2025-11-27,E85,0.76
2025-11-27,GPLc,0.976
2025-11-27,Gazole,1.692
2025-11-27,SP95,1.726
2025-11-27,SP98,1.814
2025-11-28,E10,1.705
2025-11-28,E85,0.756
2025-11-28,GPLc,0.975
2025-11-28,Gazole,1.676
2025-11-28,SP95,1.721
2025-11-28,SP98,1.808
2025-11-29,E10,1.709
2025-11-29,E85,0.764
2025-11-29,GPLc,0.975
2025-11-29,Gazole,1.675
2025-11-29,SP95,1.715
2025-11-29,SP98,1.815
2025-11-30,E10,1.722
2025-11-30,E85,0.776
2025-11-30,GPLc,0.976
2025-11-30,Gazole,1.692
2025-11-30,SP95,1.709
2025-11-30,SP98,1.828
2025-12-01,E10,1.708
2025-12-01,E85,0.76
2025-12-01,GPLc,0.974
2025-12-01,Gazole,1.668
2025-12-01,SP95,1.728
2025-12-01,SP98,1.81
2025-12-02,E10,1.715
2025-12-02,E85,0.764
2025-12-02,GPLc,0.982
2025-12-02,Gazole,1.671
2025-12-02,SP95,1.732
2025-12-02,SP98,1.818
2025-12-03,E10,1.715
2025-12-03,E85,0.763
2025-12-03,GPLc,0.979
2025-12-03,Gazole,1.667
2025-12-03,SP95,1.731
2025-12-03,SP98,1.819
2025-12-04,E10,1.713
2025-12-04,E85,0.761
2025-12-04,GPLc,0.974
2025-12-04,Gazole,1.662
2025-12-04,SP95,1.728
2025-12-04,SP98,1.816
2025-12-05,E10,1.709
2025-12-05,E85,0.757
2025-12-05,GPLc,0.985
2025-12-05,Gazole,1.648
2025-12-05,SP95,1.721
2025-12-05,SP98,1.814
2025-12-06,E10,1.708
2025-12-06,E85,0.764
2025-12-06,GPLc,0.975
2025-12-06,Gazole,1.649
2025-12-06,SP95,1.714
2025-12-06,SP98,1.811
2025-12-07,E10,1.722
2025-12-07,E85,0.777
2025-12-07,GPLc,0.974
2025-12-07,Gazole,1.67
2025-12-07,SP95,1.706
2025-12-07,SP98,1.827
2025-12-08,E10,1.703
2025-12-08,E85,0.757
2025-12-08,GPLc,0.97
2025-12-08,Gazole,1.642
2025-12-08,SP95,1.723
2025-12-08,SP98,1.804
2025-12-09,E10,1.706
2025-12-09,E85,0.763
2025-12-09,GPLc,0.975
2025-12-09,Gazole,1.648
2025-12-09,SP95,1.724
2025-12-09,SP98,1.808
2025-12-10,E10,1.702
2025-12-10,E85,0.761
2025-12-10,GPLc,0.976
2025-12-10,Gazole,1.644
2025-12-10,SP95,1.718
2025-12-10,SP98,1.805
2025-12-11,E10,1.7
2025-12-11,E85,0.761
2025-12-11,GPLc,0.973
2025-12-11,Gazole,1.64
2025-12-11,SP95,1.716
2025-12-11,SP98,1.806
2025-12-12,E10,1.686
2025-12-12,E85,0.756
2025-12-12,GPLc,0.977
2025-12-12,Gazole,1.621
2025-12-12,SP95,1.708
2025-12-12,SP98,1.79
2025-12-13,E10,1.69
2025-12-13,E85,0.764
2025-12-13,GPLc,0.98
2025-12-13,Gazole,1.624
2025-12-13,SP95,1.7
2025-12-13,SP98,1.797
2025-12-14,E10,1.701
2025-12-14,E85,0.776
2025-12-14,GPLc,0.975
2025-12-14,Gazole,1.638
2025-12-14,SP95,1.691
2025-12-14,SP98,1.808
2025-12-15,E10,1.681
2025-12-15,E85,0.756
2025-12-15,GPLc,0.971
2025-12-15,Gazole,1.614
2025-12-15,SP95,1.704
2025-12-15,SP98,1.784
2025-12-16,E10,1.678
2025-12-16,E85,0.758
2025-12-16,GPLc,0.972
2025-12-16,Gazole,1.612
2025-12-16,SP95,1.702
2025-12-16,SP98,1.781
2025-12-17,E10,1.67
2025-12-17,E85,0.758
2025-12-17,GPLc,0.97
2025-12-17,Gazole,1.604
2025-12-17,SP95,1.696
2025-12-17,SP98,1.775
2025-12-18,E10,1.66
2025-12-18,E85,0.752
2025-12-18,GPLc,0.974
2025-12-18,Gazole,1.595
2025-12-18,SP95,1.681
2025-12-18,SP98,1.766
2025-12-19,E10,1.589
2025-12-19,E85,0.715
2025-12-19,GPLc,0.969
2025-12-19,Gazole,1.529
2025-12-19,SP95,1.608
2025-12-19,SP98,1.693
2025-12-20,E10,1.621
2025-12-20,E85,0.739
2025-12-20,GPLc,0.975
2025-12-20,Gazole,1.555
2025-12-20,SP95,1.621
2025-12-20,SP98,1.727
2025-12-21,E10,1.658
2025-12-21,E85,0.761
2025-12-21,GPLc,0.972
2025-12-21,Gazole,1.594
2025-12-21,SP95,1.649
2025-12-21,SP98,1.765
2025-12-22,E10,1.639
2025-12-22,E85,0.748
2025-12-22,GPLc,0.965
2025-12-22,Gazole,1.575
2025-12-22,SP95,1.665
2025-12-22,SP98,1.742
2025-12-23,E10,1.65
2025-12-23,E85,0.756
2025-12-23,GPLc,0.973
2025-12-23,Gazole,1.585
2025-12-23,SP95,1.667
2025-12-23,SP98,1.754
2025-12-24,E10,1.652
2025-12-24,E85,0.755
2025-12-24,GPLc,0.97
2025-12-24,Gazole,1.586
2025-12-24,SP95,1.668
2025-12-24,SP98,1.755
2025-12-25,E10,1.686
2025-12-25,E85,0.78
2025-12-25,GPLc,0.984
2025-12-25,Gazole,1.623
2025-12-25,SP95,1.661
2025-12-25,SP98,1.795
2025-12-26,E10,1.649
2025-12-26,E85,0.752
2025-12-26,GPLc,0.97
2025-12-26,Gazole,1.582
2025-12-26,SP95,1.661
2025-12-26,SP98,1.751
2025-12-27,E10,1.656
2025-12-27,E85,0.761
2025-12-27,GPLc,0.97
2025-12-27,Gazole,1.593
2025-12-27,SP95,1.657
2025-12-27,SP98,1.759
2025-12-28,E10,1.675
2025-12-28,E85,0.775
2025-12-28,GPLc,0.971
2025-12-28,Gazole,1.613
2025-12-28,SP95,1.657
2025-12-28,SP98,1.781
2025-12-29,E10,1.653
2025-12-29,E85,0.753
2025-12-29,GPLc,0.972
2025-12-29,Gazole,1.589
2025-12-29,SP95,1.667
2025-12-29,SP98,1.754
2025-12-30,E10,1.659
2025-12-30,E85,0.758
2025-12-30,GPLc,0.978
2025-12-30,Gazole,1.595
2025-12-30,SP95,1.667
2025-12-30,SP98,1.763
2025-12-31,E10,1.663
2025-12-31,E85,0.756
2025-12-31,GPLc,0.978
2025-12-31,Gazole,1.599
2025-12-31,SP95,1.673
2025-12-31,SP98,1.766
2026-01-01,E10,1.696
2026-01-01,E85,0.779
2026-01-01,GPLc,0.974
2026-01-01,Gazole,1.648
2026-01-01,SP95,1.719
2026-01-01,SP98,1.802
2026-01-02,E10,1.669
2026-01-02,E85,0.761
2026-01-02,GPLc,0.967
2026-01-02,Gazole,1.623
2026-01-02,SP95,1.693
2026-01-02,SP98,1.767
2026-01-03,E10,1.677
2026-01-03,E85,0.769
2026-01-03,GPLc,0.968
2026-01-03,Gazole,1.631
2026-01-03,SP95,1.693
2026-01-03,SP98,1.777
2026-01-04,E10,1.691
2026-01-04,E85,0.778
2026-01-04,GPLc,0.966
2026-01-04,Gazole,1.645
2026-01-04,SP95,1.689
2026-01-04,SP98,1.792
2026-01-05,E10,1.692
2026-01-05,E85,0.775
2026-01-05,GPLc,0.9695
2026-01-05,Gazole,1.646
2026-01-05,SP95,1.702
2026-01-05,SP98,1.7935
2026-01-06,E10,1.693
2026-01-06,E85,0.772
2026-01-06,GPLc,0.973
2026-01-06,Gazole,1.647
2026-01-06,SP95,1.715
2026-01-06,SP98,1.795
2026-01-07,E10,1.691
2026-01-07,E85,0.776
2026-01-07,GPLc,0.968
2026-01-07,Gazole,1.647
2026-01-07,SP95,1.711
2026-01-07,SP98,1.793
2026-01-08,E10,1.694
2026-01-08,E85,0.774
2026-01-08,GPLc,0.971
2026-01-08,Gazole,1.649
2026-01-08,SP95,1.709
2026-01-08,SP98,1.796
2026-01-09,E10,1.691
2026-01-09,E85,0.776
2026-01-09,GPLc,0.972
2026-01-09,Gazole,1.646
2026-01-09,SP95,1.709
2026-01-09,SP98,1.794
2026-01-10,E10,1.692
2026-01-10,E85,0.781
2026-01-10,GPLc,0.965
2026-01-10,Gazole,1.647
2026-01-10,SP95,1.707
2026-01-10,SP98,1.794
2026-01-11,E10,1.706
2026-01-11,E85,0.765
2026-01-11,GPLc,1.005
2026-01-11,Gazole,1.659
2026-01-11,SP95,1.697
2026-01-11,SP98,1.812
2026-01-12,E10,1.701
2026-01-12,E85,0.7725
2026-01-12,GPLc,0.988
2026-01-12,Gazole,1.656
2026-01-12,SP95,1.7095
2026-01-12,SP98,1.8055
2026-01-13,E10,1.696
2026-01-13,E85,0.78
2026-01-13,GPLc,0.971
2026-01-13,Gazole,1.653
2026-01-13,SP95,1.722
2026-01-13,SP98,1.799
2026-01-14,E10,1.701
2026-01-14,E85,0.781
2026-01-14,GPLc,0.97
2026-01-14,Gazole,1.66
2026-01-14,SP95,1.728
2026-01-14,SP98,1.804
2026-01-15,E10,1.705
2026-01-15,E85,0.781
2026-01-15,GPLc,0.971
2026-01-15,Gazole,1.667
2026-01-15,SP95,1.729
2026-01-15,SP98,1.809
2026-01-16,E10,1.703
2026-01-16,E85,0.778
2026-01-16,GPLc,0.97
2026-01-16,Gazole,1.667
2026-01-16,SP95,1.73
2026-01-16,SP98,1.806
2026-01-17,E10,1.709
2026-01-17,E85,0.788
2026-01-17,GPLc,0.974
2026-01-17,Gazole,1.676
2026-01-17,SP95,1.718
2026-01-17,SP98,1.814
2026-01-18,E10,1.713
2026-01-18,E85,0.794
2026-01-18,GPLc,0.965
2026-01-18,Gazole,1.681
2026-01-18,SP95,1.711
2026-01-18,SP98,1.819
2026-01-19,E10,1.7
2026-01-19,E85,0.762
2026-01-19,GPLc,0.988
2026-01-19,Gazole,1.668
2026-01-19,SP95,1.725
2026-01-19,SP98,1.808
2026-01-20,E10,1.701
2026-01-20,E85,0.7735
2026-01-20,GPLc,0.9785
2026-01-20,Gazole,1.674
2026-01-20,SP95,1.7265
2026-01-20,SP98,1.809
2026-01-21,E10,1.702
2026-01-21,E85,0.785
2026-01-21,GPLc,0.969
2026-01-21,Gazole,1.68
2026-01-21,SP95,1.728
2026-01-21,SP98,1.81
2026-01-22,E10,1.705
2026-01-22,E85,0.786
2026-01-22,GPLc,0.968
2026-01-22,Gazole,1.688
2026-01-22,SP95,1.73
2026-01-22,SP98,1.814
2026-01-23,E10,1.7
2026-01-23,E85,0.781
2026-01-23,GPLc,0.967
2026-01-23,Gazole,1.681
2026-01-23,SP95,1.729
2026-01-23,SP98,1.807
2026-01-24,E10,1.707
2026-01-24,E85,0.789
2026-01-24,GPLc,0.968
2026-01-24,Gazole,1.689
2026-01-24,SP95,1.716
2026-01-24,SP98,1.815
2026-01-25,E10,1.711
2026-01-25,E85,0.796
2026-01-25,GPLc,0.965
2026-01-25,Gazole,1.694
2026-01-25,SP95,1.708
2026-01-25,SP98,1.819
2026-01-26,E10,1.703
2026-01-26,E85,0.785
2026-01-26,GPLc,0.964
2026-01-26,Gazole,1.683
2026-01-26,SP95,1.727
2026-01-26,SP98,1.81
2026-01-27,E10,1.7035
2026-01-27,E85,0.7865
2026-01-27,GPLc,0.967
2026-01-27,Gazole,1.6865
2026-01-27,SP95,1.728
2026-01-27,SP98,1.812
2026-01-28,E10,1.704
2026-01-28,E85,0.788
2026-01-28,GPLc,0.97
2026-01-28,Gazole,1.69
2026-01-28,SP95,1.729
2026-01-28,SP98,1.814
2026-01-29,E10,1.707
2026-01-29,E85,0.788
2026-01-29,GPLc,0.968
2026-01-29,Gazole,1.695
2026-01-29,SP95,1.731
2026-01-29,SP98,1.817
2026-01-30,E10,1.705
2026-01-30,E85,0.785
2026-01-30,GPLc,0.967
2026-01-30,Gazole,1.694
2026-01-30,SP95,1.733
2026-01-30,SP98,1.814
2026-01-31,E10,1.713
2026-01-31,E85,0.79
2026-01-31,GPLc,0.97
2026-01-31,Gazole,1.706
2026-01-31,SP95,1.724
2026-01-31,SP98,1.824
2026-02-01,E10,1.697
2026-02-01,E85,0.767
2026-02-01,GPLc,0.972
2026-02-01,Gazole,1.686
2026-02-01,SP95,1.747
2026-02-01,SP98,1.799
2026-02-02,E10,1.698
2026-02-02,E85,0.767
2026-02-02,GPLc,0.972
2026-02-02,Gazole,1.689
2026-02-02,SP95,1.749
2026-02-02,SP98,1.8
2026-02-03,E10,1.699
2026-02-03,E85,0.767
2026-02-03,GPLc,0.972
2026-02-03,Gazole,1.691
2026-02-03,SP95,1.75
2026-02-03,SP98,1.801
2026-02-04,E10,1.708
2026-02-04,E85,0.787
2026-02-04,GLPc,0.97
2026-02-04,Gazole,1.702
2026-02-04,SP95,1.732
2026-02-04,SP98,1.815
2026-02-05,E10,1.709
2026-02-05,E85,0.786
2026-02-05,GLPc,0.969
2026-02-05,Gazole,1.704
2026-02-05,SP95,1.737
2026-02-05,SP98,1.818
2026-02-06,E10,1.709
2026-02-06,E85,0.783
2026-02-06,GLPc,0.969
2026-02-06,Gazole,1.702
2026-02-06,SP95,1.737
2026-02-06,SP98,1.817
2026-02-07,E10,1.714
2026-02-07,E85,0.787
2026-02-07,GLPc,0.967
2026-02-07,Gazole,1.707
2026-02-07,SP95,1.73
2026-02-07,SP98,1.823
2026-02-08,E10,1.718
2026-02-08,E85,0.791
2026-02-08,GLPc,0.965
2026-02-08,Gazole,1.711
2026-02-08,SP95,1.722
2026-02-08,SP98,1.828
2026-02-09,E10,1.702
2026-02-09,E85,0.766
2026-02-09,GPLc,0.973
2026-02-09,Gazole,1.694
2026-02-09,SP95,1.755
2026-02-09,SP98,1.805
2026-02-10,E10,1.703
2026-02-10,E85,0.766
2026-02-10,GPLc,0.973
2026-02-10,Gazole,1.694
2026-02-10,SP95,1.755
2026-02-10,SP98,1.806
2026-02-11,E10,1.705
2026-02-11,E85,0.766
2026-02-11,GPLc,0.973
2026-02-11,Gazole,1.694
2026-02-11,SP95,1.756
2026-02-11,SP98,1.808
2026-02-12,E10,1.708
2026-02-12,E85,0.765
2026-02-12,GPLc,0.973
2026-02-12,Gazole,1.695
2026-02-12,SP95,1.758
2026-02-12,SP98,1.81
2026-02-13,E10,1.708
2026-02-13,E85,0.765
2026-02-13,GPLc,0.972
2026-02-13,Gazole,1.694
2026-02-13,SP95,1.76
2026-02-13,SP98,1.811
2026-02-14,E10,1.708
2026-02-14,E85,0.765
2026-02-14,GPLc,0.972
2026-02-14,Gazole,1.693
2026-02-14,SP95,1.761
2026-02-14,SP98,1.811
